,id,popularity,budget,revenue,original_title,director,keywords,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
1237,255278,0.17161700000000002,3000000,0,Way of the Wicked,Kevin Carraway,religion|demon|evil|satanic,92,Thriller,2014-05-20,12,4.1,2014,2763273.15231437,0.0
1239,220471,0.090297,7000000,0,Where the Devil Hides,Christian E. Christiansen,supernatural|suspense,86,Horror,2014-10-10,21,4.8,2014,6447637.35540021,0.0
1240,285270,0.088805,0,0,Believe Me,Will Bakke,charity|college|money|fake believers,93,Drama,2014-09-26,11,4.2,2014,0.0,0.0
1242,289333,0.08675,0,0,Jim Jefferies: BARE,Shannon Hartman,stand-up|stand up comedy,76,Comedy,2014-08-29,17,7.4,2014,0.0,0.0
1243,308571,0.083258,0,0,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,stand up comedy,80,Comedy,2014-12-05,13,7.5,2014,0.0,0.0
1244,288463,0.082565,0,0,The Guvnors,Gabe Turner,london|violence|clans|suburban|two generation,95,Crime,2014-06-24,16,5.4,2014,0.0,0.0
1247,290802,0.045555,0,0,Night Will Fall,AndrÃ© Singer,world war ii,75,Documentary,2014-06-07,11,7.5,2014,0.0,0.0
1249,253046,0.135675,0,0,Jailbait,Jared Cohn,women in prison,90,Crime,2014-02-14,12,5.1,2014,0.0,0.0
1250,292607,0.078872,0,0,The Rise and Rise of Bitcoin,Nicholas Mross,technology|money,96,Documentary,2014-10-03,20,6.8,2014,0.0,0.0
1251,284298,0.078644,0,0,Breakup Buddies,Ning Hao,love,116,Comedy,2014-09-26,10,6.0,2014,0.0,0.0
1252,252444,0.067359,0,0,CÃ¡sese quien pueda,Marco Polo Constandse,wedding,95,Comedy,2014-02-15,21,6.7,2014,0.0,0.0
1253,264555,0.076463,2000000,0,Death Clique,Doug Campbell,jealousy|manipulation|murder,83,Drama,2014-04-12,12,6.0,2014,1842182.10154291,0.0
1254,242083,0.07643,1000000,0,Hits,David Cross,talent|delusion|fame|teenager|viral video,96,Drama,2014-01-21,13,4.9,2014,921091.050771459,0.0
1255,298935,0.076348,0,0,All Relative,J.C. Khoury,new york city|graduate student,85,Romance,2014-11-21,11,5.7,2014,0.0,0.0
1256,299729,0.07628,0,0,Banksy Does New York,Chris Moukarbel,new york|graffiti|chaos|art,79,Documentary,2014-11-17,22,6.8,2014,0.0,0.0
1257,292483,0.0759649999999999,0,0,Not Cool,Shane Dawson,sex|thanksgiving|friendship|high school|love,90,Comedy,2014-09-23,17,4.1,2014,0.0,0.0
1258,288789,0.075351,0,192400,Merchants of Doubt,Robert Kenner,climate change,96,Documentary,2014-11-08,23,7.4,2014,0.0,177217.918168428
1262,290336,0.07263700000000001,0,0,Montana,Mo Ali,london|assassin|serbian|commando|revenge plot,108,Thriller,2014-10-05,18,6.5,2014,0.0,0.0
1263,284470,0.072514,0,0,Atari: Game Over,Zak Penn,video game|history|atari|landfill,66,Documentary,2014-11-19,65,6.7,2014,0.0,0.0
1264,265018,0.0722169999999999,0,0,Indigenous,Alastair Orr,panama|tourist|waterfall|vacation|party,86,Horror,2014-04-20,20,4.6,2014,0.0,0.0
1268,283330,0.069212,0,65460,Eden,Mia Hansen-LÃ¸ve,paris|france|dj|woman director,131,Drama,2014-11-19,26,5.4,2014,0.0,60294.6201834997
1269,260947,0.068752,3000000,0,Something Wicked,Darin Scott,obsession|oregon|independent film,95,Mystery,2014-04-04,11,4.7,2014,2763273.15231437,0.0
1270,297462,0.068642,0,0,Old Fashioned,Rik Swartzwelder,free spirit|frat boy,115,Romance,2014-10-18,12,6.6,2014,0.0,0.0
1271,256273,0.065064,0,0,The Fluffy Movie,Manny Rodriguez|Jay Lavender,concert film,101,Comedy,2014-07-25,31,7.0,2014,0.0,0.0
1273,147778,0.064238,0,0,Showrunners: The Art of Running a TV Show,Des Doyle,television|production,76,Documentary,2014-10-17,22,6.3,2014,0.0,0.0
1276,278878,0.166508,0,0,The Gunfighter,Eric Kissack,parody|farce|breaking the fourth wall,9,Comedy,2014-03-21,11,7.0,2014,0.0,0.0
1277,276729,0.185882,0,0,Heaven Adores You,Nickolas Dylan Rossi,biography|music,104,Documentary,2014-05-14,11,6.8,2014,0.0,0.0
1278,267872,0.056152999999999995,0,0,Korengal,Sebastian Junger,war in afghanistan,84,Documentary,2014-05-30,16,6.8,2014,0.0,0.0
1280,295588,0.048917,0,0,23 Blast,Dylan Baker,sport|family,98,Drama,2014-10-24,11,6.0,2014,0.0,0.0
1281,275657,0.048493,0,0,All This Mayhem,Eddie Martin,skateboarding|drug,104,Documentary,2014-06-05,17,7.4,2014,0.0,0.0
1282,296244,0.132698,200000,0,Plague,Kostas Ouzas|Nick Kozakis,australian|rural setting|gender roles|zombie apocalypse,86,Drama,2014-10-30,11,3.9,2014,184218.210154291,0.0
1285,297098,0.04464,0,0,Chelsea Handler Uganda Be Kidding Me Live,James Yukich,stand up comedy,71,Comedy,2014-10-10,13,6.9,2014,0.0,0.0
1286,250777,0.190655,0,0,To Be Takei,Jennifer M. Kroot,woman director,94,Documentary,2014-08-22,15,6.5,2014,0.0,0.0
1287,256503,0.042677,0,0,Nas: Time Is Illmatic,One9,rap music|music documentary,74,Documentary,2014-04-04,19,6.9,2014,0.0,0.0
1289,286372,0.037459,3250000,0,Treehouse,Michael G. Bartlett,kidnapping|brutality|violence|teenager|discovery,0,Thriller,2014-10-20,16,3.4,2014,2993545.91500724,0.0
1290,276922,0.104985,0,0,Come Back to Me,Paul Leyden,horror|thriller|mysterious,90,Horror,2014-07-25,20,5.6,2014,0.0,0.0
1292,300900,0.032878,0,0,Ardennes Fury,Joseph J. Lawson,world war ii|tank|battle of the bulge|mockbuster,87,War,2014-11-11,19,5.2,2014,0.0,0.0
1293,286256,0.036904,0,0,Tim Maia,Mauro Lima,brazilian|biography|music|drama|documentary,0,Documentary,2014-10-30,14,6.0,2014,0.0,0.0
1294,203819,0.027993999999999998,0,4878242,Tracks,John Curran,biography|australia|based on true story|desert|outback,112,Adventure,2014-03-06,132,7.0,2014,0.0,4493305.04969746
1295,264166,0.097151,0,0,Point and Shoot,Marshall Curry,revolution|libya,82,Documentary,2014-04-19,12,7.2,2014,0.0,0.0
1296,169760,0.02592,0,0,Maidentrip,Jillian Schlesinger,biography|woman director,82,Adventure,2014-01-17,16,7.2,2014,0.0,0.0
1298,289339,0.022635,0,0,Chelsea Peretti: One of the Greats,Lance Bangs,stand-up|stand up comedy,74,Comedy,2014-11-14,26,6.6,2014,0.0,0.0
1301,283322,0.020923,0,5240,The Dead Lands,Toa Fraser,new zealand|maori|revenge|historical society|tribal warfare,108,Action,2014-09-04,21,6.0,2014,0.0,4826.51710604244
1302,284288,0.020673,0,0,Mary Kom,Omung Kumar,sporting event,122,Drama,2014-09-05,17,7.0,2014,0.0,0.0
1303,250798,0.0786029999999999,0,0,The Green Prince,Nadav Schirman,israel,99,Documentary,2014-01-16,12,7.5,2014,0.0,0.0
1304,298077,0.0174,0,0,Ambition,Tomek Baginski,future|apprentice|telekinesis|mind control|space,6,Science Fiction,2014-10-24,30,6.9,2014,0.0,0.0
1306,250666,0.017292,0,0,The Overnighters,Jesse Moss,north dakota|human rights|oil industry,102,Drama,2014-10-10,20,6.8,2014,0.0,0.0
1307,314065,0.015776,0,0,Altar,Nick Willing,haunted house|yorkshire england|ghost,95,Mystery,2014-12-27,23,4.1,2014,0.0,0.0
1309,291155,0.005725,0,0,"Fat, Sick & Nearly Dead 2",Kurt Engfehr,lifestyle|diet|sequel|advocacy,89,Documentary,2014-09-18,14,6.5,2014,0.0,0.0
1310,291343,0.012325,0,0,Nowitzki: The Perfect Shot,Sebastian Dehnhardt,biography|sport|basketball|dallas mavericks,106,Documentary,2014-09-18,18,6.8,2014,0.0,0.0
1311,250769,0.012014,0,0,Mitt,Greg Whiteley,politician|republican party|presidential debate|presidential elections,93,Documentary,2014-01-17,15,6.4,2014,0.0,0.0
1312,298653,0.011229000000000001,0,0,Berkshire County,Audrey Cummings,babysitter|halloween|high school|horror|home invasion,83,Horror,2014-10-05,15,5.5,2014,0.0,0.0
1314,262903,0.010047,0,0,Main Tera Hero,David Dhawan,coming of age,128,Romance,2014-04-04,12,5.8,2014,0.0,0.0
1315,250745,0.008,0,0,Happy Valley,Amir Bar-Lev,american football|child molester,98,Documentary,2014-11-14,14,6.0,2014,0.0,0.0
1317,279992,0.005972,0,0,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,David Gregory,remake|behind the scenes,100,Documentary,2014-08-24,16,7.1,2014,0.0,0.0
1319,320420,0.00584399999999999,0,0,Love Me,Jonathon Narducci,mail order bride,94,Documentary,2014-04-06,13,7.0,2014,0.0,0.0
1322,283559,0.0048530000000000005,0,0,One Direction: Where We Are - The Concert,Paul Dugdale,live concert|one direction,106,Documentary,2014-10-08,32,8.3,2014,0.0,0.0
1325,286817,0.032049,0,0,Anatomy of a Love Seen,Marina Rice Bader,lesbian|woman director,86,Romance,2014-07-28,18,4.2,2014,0.0,0.0
1326,250668,0.023872,0,0,Rich Hill,Tracy Droz Tragos|Andrew Droz Palermo,woman director,91,Documentary,2014-01-19,14,7.1,2014,0.0,0.0
1328,288301,0.0025989999999999997,0,0,Do I Sound Gay?,David Thorpe,homosexuality,77,Documentary,2014-07-10,12,5.8,2014,0.0,0.0
1329,11,12.037933,11000000,775398007,Star Wars,George Lucas,android|galaxy|hermit|death star|lightsaber,121,Adventure,1977-03-20,4428,7.9,1977,39575591.3582738,2789712242.27745
1330,691,2.379469,14000000,185438673,The Spy Who Loved Me,Lewis Gilbert,london|submarine|england|assassination|spy,125,Adventure,1977-07-07,279,6.2,1977,50368934.4559849,667167740.424415
1331,11319,1.719385,1200000,71215869,The Rescuers,John Lounsbery|Wolfgang Reitherman|Art Stevens,mouse|baby-snatching|bottle|albatros|rescue,78,Fantasy,1977-06-22,332,6.6,1977,4317337.23908442,256219102.706214
1332,703,1.179653,4000000,38251425,Annie Hall,Woody Allen,neurosis|comedian|job interview|love|singer,93,Comedy,1977-04-19,493,7.6,1977,14391124.1302814,137620251.33378702
1333,11114,1.104997,10000000,0,Pete's Dragon,Don Chaffey,farm|friendship|part live action|escape|dragon,128,Fantasy,1977-11-03,113,6.4,1977,35977810.325703494,0.0
1334,840,1.104816,20000000,303788635,Close Encounters of the Third Kind,Steven Spielberg,indiana|obsession|extraterrestrial technology|evacuation|blackout,135,Science Fiction,1977-11-16,600,7.0,1977,71955620.65140699,1092964988.91343
1335,5902,1.048838,22000000,50750000,A Bridge Too Far,Richard Attenborough,netherlands|world war ii|operation market garden|panzer|british soldier,175,Drama,1977-06-15,109,6.4,1977,79151182.7165477,182587387.40294498
1336,250480,0.912502,0,0,The Many Adventures of Winnie the Pooh,John Lounsbery|Wolfgang Reitherman,dream sequence|winnie the pooh|cartoon bear|cartoon tiger,74,Animation,1977-03-11,75,7.1,1977,0.0,0.0
1337,14140,0.9056569999999999,0,0,Herbie Goes To Monte Carlo,Vincent McEveety,auto mechanic|automobile racing|smart car|monte carlo rally|the love bug,105,Romance,1977-06-24,36,6.4,1977,0.0,0.0
1338,11940,0.75125,3500000,16000000,Sinbad and the Eye of the Tiger,Sam Wanamaker,monster|step mother,113,Action,1977-07-15,15,5.9,1977,12592233.613996198,57564496.5211256
1339,25388,0.622492,0,0,March or Die,Dick Richards,gypsy|middle east|foreign legion|wilderness|archaeologist,107,Action,1977-09-08,10,6.1,1977,0.0,0.0
1340,11009,0.602862,3500000,237113184,Saturday Night Fever,John Badham,dancing master|dance performance|lover (female)|dancing scene|disco,118,Drama,1977-12-16,192,6.3,1977,12592233.613996198,853081315.967563
1341,12535,0.560826,3400000,31063038,High Anxiety,Mel Brooks,industrialist|vertigo|hitman|lighthouse|spoof,94,Comedy,1977-12-25,29,6.2,1977,12232455.5107391,111758008.93041201
1342,11006,0.541642,0,126737428,Smokey and the Bandit,Hal Needham,sheriff|bride|smuggling|road movie,96,Action,1977-05-26,93,6.9,1977,0.0,455973514.57515
1343,5205,0.520725,0,0,Pumping Iron,George Butler|Robert Fiore,training|sport|gym|bodybuilding competition,85,Documentary,1977-01-18,71,7.0,1977,0.0,0.0
1344,17689,0.49548000000000003,5500000,26414658,The Gauntlet,Clint Eastwood,ambush|prostitute|helicopter|showdown|bus,109,Drama,1977-12-21,45,6.7,1977,19787795.6791369,95034155.5342327
1345,10839,0.474001,6000000,0,Cross of Iron,Sam Peckinpah,world war ii|german|russian|troops|battle for power,132,Drama,1977-01-29,37,6.0,1977,21586686.1954221,0.0
1346,12637,0.43450900000000003,0,0,"New York, New York",Martin Scorsese,new york|jazz|saxophonist|falling in love,155,Drama,1977-06-21,32,5.6,1977,0.0,0.0
1347,11590,0.407317,0,28000000,Slap Shot,George Roy Hill,small town|sport|ice hockey|violence|team owner,123,Drama,1977-02-25,49,7.3,1977,0.0,100737868.91196899
1348,19067,0.400457,900000,0,The Duellists,Ridley Scott,fencing|russian front|napoleonic wars|pistol duel|sword duel,100,Drama,1977-08-31,31,5.9,1977,3238002.92931331,0.0
1349,42222,0.39865100000000003,0,0,Julia,Fred Zinnemann,friends|playwright,117,Drama,1977-10-02,10,5.0,1977,0.0,0.0
1350,49126,0.39105500000000004,0,0,Audrey Rose,Robert Wise,based on novel|nightmare|stranger,113,Fantasy,1977-04-06,12,5.5,1977,0.0,0.0
1351,11586,0.375967,14000000,30749142,Exorcist II: The Heretic,John Boorman,exorcism|examination|pact with the devil|possession|priest,118,Horror,1977-06-17,56,4.6,1977,50368934.4559849,110628679.855412
1352,7227,0.373131,6000000,30000000,Airport '77,Jerry Jameson,stewardess|pilot|hijacking|painting|boeing 747,114,Action,1977-03-11,25,5.7,1977,21586686.1954221,107933430.97711
1353,11834,0.346062,0,0,Jabberwocky,Terry Gilliam,father-son relationship|dream|new love|village|weltverbesserer,105,Fantasy,1977-03-28,21,5.8,1977,0.0,0.0
1354,985,0.331417,10000,7000000,Eraserhead,David Lynch,baby|mutant|claustrophobia|nightmare|parents-in-law,89,Science Fiction,1977-03-19,194,7.1,1977,35977.8103257035,25184467.227992397
1355,21948,0.320214,0,0,Rolling Thunder,John Flynn,vietnam veteran|repayment|revenge,95,Action,1977-10-14,19,6.3,1977,0.0,0.0
1356,26842,0.318679,0,0,The Message,Moustapha Akkad,islam|muslim|war|religion|historical fiction,177,Adventure,1977-03-09,45,7.2,1977,0.0,0.0
1357,1362,0.31235799999999997,3000000,0,The Hobbit,"Jules Bass|Arthur Rankin, Jr.",elves|dwarves|orcs|rivendell|robbery,77,Adventure,1977-11-27,46,5.8,1977,10793343.097711,0.0
1358,4199,0.30428499999999997,0,0,The Man in the Iron Mask,Mike Newell,mistake in person|plan|royalty|twin,100,History,1977-07-07,11,5.9,1977,0.0,0.0
1359,50374,0.28016599999999997,0,0,Black Sunday,John Frankenheimer,thriller|american football stadium|dirigible,143,Action,1977-03-11,13,6.1,1977,0.0,0.0
1361,47474,0.062898,0,0,The Serpent's Egg,Ingmar Bergman,suspense,120,Drama,1977-10-28,12,5.3,1977,0.0,0.0
1362,47914,0.24162899999999998,0,0,The White Buffalo,J. Lee Thompson,based on novel|wyoming|saloon|buffalo|native american,97,Western,1977-05-01,10,5.6,1977,0.0,0.0
1363,12707,0.22879699999999997,6000000,14717854,Orca: The Killer Whale,Michael Anderson,ship|whale|marine biologist|newfoundland|killer whale,92,Drama,1977-07-22,25,5.0,1977,21586686.1954221,52951615.9613396
1364,38985,0.219941,22000000,12000000,Sorcerer,William Friedkin,dynamite|car journey|nicaragua|criminal|explosives,121,Action,1977-06-24,48,7.4,1977,79151182.7165477,43173372.3908442
1365,72277,0.19154100000000002,810000,1258000,The Last Wave,Peter Weir,australia,106,Drama,1977-01-01,12,5.8,1977,2914202.63638198,4526008.5389735
1366,24032,0.078067,0,41687243,"Oh, God!",Carl Reiner,god,98,Fantasy,1977-10-07,15,5.6,1977,0.0,149981572.165551
1367,41662,0.288587,1500000,0,3 Women,Robert Altman,independent film|expectant mother|still birth,124,Drama,1977-04-03,24,6.1,1977,5396671.54885552,0.0
1368,30315,0.164123,500000,17000000,Kingdom of the Spiders,John 'Bud' Cardos,hotel|small town|siege|independent film|corpse,97,Horror,1977-08-24,16,5.7,1977,1798890.51628517,61162277.553695895
1369,24655,0.16331500000000002,0,0,The Car,Elliot Silverstein,small town|supernatural|suspense|desert,96,Horror,1977-05-12,24,6.2,1977,0.0,0.0
1370,16220,0.17565699999999898,1200000,9000000,Wizards,Ralph Bakshi,elves|assassin|technology|mutant|world war ii,80,Animation,1977-02-09,26,6.0,1977,4317337.23908442,32380029.2931331
1371,10670,0.15041,0,0,Rollercoaster,James Goldstone,bomb|terrorist|fbi|blackmail|investigation,119,Action,1977-06-10,10,6.0,1977,0.0,0.0
1372,12262,0.137351,230000,25000000,The Hills Have Eyes,Wes Craven,rape|mutation|government|murder|blood,89,Horror,1977-07-22,57,6.0,1977,827489.63749118,89944525.8142588
1373,18775,0.24469000000000002,0,0,Demon Seed,Donald Cammell,artificial intelligence|man vs machine|rape|technology|computer,94,Horror,1977-04-07,23,5.2,1977,0.0,0.0
1374,11598,0.125508999999999,600000,0,The Kentucky Fried Movie,John Landis,journalism|commercial|television|tv show|manipulation of the media,83,Comedy,1977-08-10,31,6.2,1977,2158668.61954221,0.0
1375,26932,0.11406199999999901,0,0,The Island of Dr. Moreau,Don Taylor,experiment|mutant|island|genetics|hybrid,99,Science Fiction,1977-07-13,12,5.1,1977,0.0,0.0
1376,26517,0.11371400000000001,0,0,Martin,George A. Romero,vampire|blood|razor blade,95,Horror,1977-05-23,17,6.3,1977,0.0,0.0
1377,20416,0.112001,0,0,The Deep,Peter Yates,diving|ocean|female nudity|based on novel|treasure,123,Mystery,1977-06-17,27,5.7,1977,0.0,0.0
1378,42218,0.108321,0,0,Empire of the Ants,Bert I. Gordon,florida|mutant|everglades|radioactive|independent film,89,Horror,1977-06-29,11,4.6,1977,0.0,0.0
1379,64976,0.046957,0,0,Day of the Animals,William Girdler,snake|camping|wolf|bird|wilderness,97,Science Fiction,1977-05-13,11,5.5,1977,0.0,0.0
1380,18196,0.097126,0,3,The Sentinel,Michael Winner,secret society|hell|hellgate|model|demon,92,Horror,1977-01-07,14,6.3,1977,0.0,10.793343097711
1381,14741,0.140163,0,102000000,The Goodbye Girl,Herbert Ross,theatre play,111,Comedy,1977-11-30,10,6.5,1977,0.0,366973665.322175
1382,33665,0.080226,0,0,Opening Night,John Cassavetes,alcohol|stalker|independent film|obsessed fan,144,Drama,1977-12-22,10,6.2,1977,0.0,0.0
1383,29437,0.121361,530000,0,Rabid,David Cronenberg,nudity|vampire|montreal|motor-bike accident|murder,91,Horror,1977-04-08,29,6.1,1977,1906823.94726228,0.0
1384,26680,0.071172,200000,0,Shock Waves,Ken Wiederhorn,nazis|zombies island|campy|deserted island,85,Horror,1977-07-15,11,4.9,1977,719556.20651407,0.0
1385,20785,0.002457,0,0,Emmet Otter's Jug-Band Christmas,Jim Henson,holiday,48,Drama,1977-01-01,10,7.5,1977,0.0,0.0
1386,19995,9.432768,237000000,2781505847,Avatar,James Cameron,culture clash|future|space war|space colony|society,162,Action,2009-12-10,8458,7.1,2009,240886902.887613,2827123750.41189
1387,16869,6.098027,70000000,319131050,Inglourious Basterds,Quentin Tarantino,paris|guerilla|cinema|self sacrifice|dynamite,153,Drama,2009-08-18,3969,7.7,2009,71148030.38874671,324364937.762752
1388,12437,5.806897,35000000,91327197,Underworld: Rise of the Lycans,Patrick Tatopoulos,prison|underworld|slavery|castle|vampire,92,Fantasy,2009-01-22,979,6.2,2009,35574015.194373295,92825002.67821509
1389,767,5.076472,250000000,933959197,Harry Potter and the Half-Blood Prince,David Yates,witch|broom|school of witchcraft|magic wand|magic broomstick,153,Adventure,2009-07-07,3220,7.3,2009,254100108.531238,949276533.285793
1390,14160,4.9089019999999906,175000000,731342744,Up,Bob Peterson|Pete Docter,central and south america|balloon|animation|title spoken by character|floating in the air,96,Animation,2009-05-13,4225,7.6,2009,177870075.97186598,743337082.495734
1391,13475,3.82957,150000000,385680446,Star Trek,J.J. Abrams,spacecraft|teleportation|space mission|parachute|time travel,127,Science Fiction,2009-05-06,3417,7.3,2009,152460065.118743,392005772.74790496
1392,534,3.7896330000000003,200000000,371353001,Terminator Salvation,McG,saving the world|artificial intelligence|prophecy|san francisco|cyborg,115,Drama,2009-05-20,1670,5.8,2009,203280086.82499,377443351.430004
1393,17654,3.7449559999999997,30000000,210819611,District 9,Neill Blomkamp,slum|street gang|refugee camp|extraterrestrial technology|new zealand,112,Action,2009-08-05,2141,7.1,2009,30492013.023748603,214277144.142453
1394,10528,3.4315589999999996,90000000,524028679,Sherlock Holmes,Guy Ritchie,detective|scotland yard|coffin|black magic|arrest,128,Adventure,2009-01-07,4118,6.9,2009,91476039.0712458,532622976.829525
1395,19913,3.244139,7500000,60722734,(500) Days of Summer,Marc Webb,date|sex|jealousy|fight|architect,95,Comedy,2009-07-17,1778,7.3,2009,7623003.25593715,61718613.19885401
1396,8355,3.1549139999999998,90000000,886686817,Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,ice age|bridge|insanity|jungle|dinosaur,94,Animation,2009-06-29,1392,6.4,2009,91476039.0712458,901228865.731673
1397,18785,3.15306,35000000,459270619,The Hangover,Todd Phillips,underwear|tiger|stag night|hangover|lost weekend,100,Comedy,2009-06-05,4134,7.1,2009,35574015.194373295,466802856.532436
1398,13183,3.038063,130000000,185258983,Watchmen,Zack Snyder,dc comics|secret identity|mass murder|retirement|based on comic book,162,Action,2009-03-05,1751,6.8,2009,132132056.436243,188297310.746747
1399,14161,2.9797860000000003,200000000,769653595,2012,Roland Emmerich,white house|u.s. president|indian|ambulance|loss of father,158,Action,2009-10-10,3533,5.6,2009,203280086.82499,782276248.083831
1400,12244,2.8464650000000002,30000000,48428063,9,Shane Acker,man vs machine|hope|post-apocalyptic|dystopia|friendship,79,Action,2009-08-19,851,6.5,2009,30492013.023748603,49222304.257030606
1401,13448,2.8415619999999997,150000000,356613439,Angels & Demons,Ron Howard,rome|vatican|symbolism|christian|illuminati,138,Thriller,2009-05-13,1275,6.3,2009,152460065.118743,362462054.214392
1402,10198,2.463982,105000000,267045765,The Princess and the Frog,Ron Clements|John Musker,based on novel|voodoo|kiss|princess|animation,97,Romance,2009-12-08,706,6.5,2009,106722045.58311999,271425431.47722995
1403,22881,2.367474,29000000,309208309,The Blind Side,John Lee Hancock,american football|adoption|education|private school|sport,129,Drama,2009-11-20,1078,7.1,2009,29475612.589623604,314279459.502642
1404,19908,2.041804,23600000,102391382,Zombieland,Ruben Fleischer,survival|zombies|twinkie|zombie spoof|body count,88,Comedy,2009-10-07,2165,7.1,2009,23987050.245348897,104070645.115453
1405,18239,1.971027,50000000,709827462,The Twilight Saga: New Moon,Chris Weitz,moon|cinema|werewolf,130,Adventure,2009-03-15,1388,5.6,2009,50820021.7062476,721468940.530613
1406,10184,1.926432,40000000,177259441,He's Just Not That Into You,Ken Kwapis,relationship|ensemble cast|duringcreditsstinger,129,Comedy,2009-02-06,612,6.0,2009,40656017.3649981,180166572.785146
1407,14869,1.906998,175000000,302469017,G.I. Joe: The Rise of Cobra,Stephen Sommers,terrorist|secret|hostage|technology|warhead,118,Adventure,2009-08-04,1470,5.7,2009,177870075.97186598,307429640.188147
1408,18240,1.895894,40000000,317375031,The Proposal,Anne Fletcher,fictitious marriage|deportation|immigration law|romantic comedy|alaska,108,Comedy,2009-06-01,1084,6.7,2009,40656017.3649981,322580119.28882
1409,15159,1.874759,0,75871032,The Pink Panther 2,Harald Zwart,diamond|clouseau|pink panther,92,Comedy,2009-02-06,180,5.5,2009,0.0,77115349.8623082
1410,20943,1.860267,38000000,205298907,The Ugly Truth,Robert Luketic,romantic comedy|romance|tv morning show|relationship|opposites attract,96,Comedy,2009-07-24,584,6.3,2009,38623216.49674821,208665898.200178
1411,22794,1.849649,100000000,242988466,Cloudy with a Chance of Meatballs,Phil Lord|Christopher Miller,weather|food|science,90,Animation,2009-09-17,1116,6.4,2009,101640043.412495,246973582.329756
1412,10315,1.826169,40000000,46471023,Fantastic Mr. Fox,Wes Anderson,fox|tree|peasant|revenge|title spoken by character,87,Adventure,2009-10-23,711,7.5,2009,40656017.3649981,47233167.9514307
1413,14836,1.75384,60000000,124596398,Coraline,Henry Selick,dream|eye|stuffed animal|parallel worlds|button,100,Animation,2009-02-05,711,7.1,2009,60984026.047497205,126639833.017605
1414,18360,1.752134,150000000,413106170,Night at the Museum: Battle of the Smithsonian,Shawn Levy,museum|theodore roosevelt|duringcreditsstinger|amelia earhart|smithsonian,105,Adventure,2009-05-20,1108,5.9,2009,152460065.118743,419881290.527696
1415,16996,1.732516,20000000,136267476,17 Again,Burr Steers,high school|bullying|high school basketball|fake identity|adult as a child,102,Comedy,2009-03-11,765,6.0,2009,20328008.682499,138502321.763511
1416,17979,1.7148869999999898,200000000,325233863,A Christmas Carol,Robert Zemeckis,holiday|victorian england|money|christmas eve|scrooge,96,Animation,2009-11-04,619,6.6,2009,203280086.82499,330567839.545335
1417,24122,1.708605,0,0,The Rebound,Bart Freundlich,new york|nanny|cheating husband|divorce|older woman younger man relationship,95,Comedy,2009-09-16,134,5.7,2009,0.0,0.0
1418,7980,1.6738790000000001,65000000,93525586,The Lovely Bones,Peter Jackson,rape|1970s|evidence|tree|afterlife,136,Fantasy,2009-12-26,600,6.6,2009,66066028.2181219,95059446.21219058
1419,14560,1.6417389999999898,26000000,183293131,Paul Blart: Mall Cop,Steve Carr,security guard|duringcreditsstinger,91,Action,2009-01-15,510,5.4,2009,26426411.2872487,186299217.920521
1420,28178,1.575231,16000000,47801389,Hachi: A Dog's Tale,Lasse HallstrÃ¶m,japanese|loyalty|human being-animal relationship|friendship|friends,93,Drama,2009-06-13,976,7.7,2009,16262406.9459992,48585352.5313757
1421,22803,1.542135,53000000,126690726,Law Abiding Citizen,F. Gary Gray,tattoo|secret passage|baseball bat|deal|explosion,109,Drama,2009-10-15,900,7.2,2009,53869223.0086225,128768508.90600501
1422,22825,1.5352780000000001,30000000,33333531,The Box,Richard Kelly,experiment|homicide|key|sacrifice|research,115,Thriller,2009-09-17,296,5.3,2009,30492013.023748603,33880215.379317604
1423,15092,1.487114,20000000,34560577,Crank: High Voltage,Mark Neveldine|Brian Taylor,female nudity|prostitute|horse race|heart|strip club,96,Action,2009-04-16,560,5.9,2009,20328008.682499,35127385.466408804
1424,19898,1.453639,33000000,20645327,Pandorum,Christian Alvart,dystopia|spaceship|survival|mission,108,Action,2009-09-08,406,6.2,2009,33541214.3261234,20983919.3254516
1425,25475,1.416811,0,0,Tinker Bell and the Lost Treasure,Klay Hall,friendship|based on a children's book|anger issues|inspired by novel,81,Animation,2009-09-03,137,6.5,2009,0.0,0.0
1426,16871,1.398364,30000000,90842646,Drag Me to Hell,Sam Raimi,curse|psychologist|co-worker|psychic|button,99,Horror,2009-03-15,498,6.1,2009,30492013.023748603,92332504.83145942
1427,37707,1.358965,26000000,0,Splice,Vincenzo Natali,dna|genetics|gene manipulation|genetic engineering|biological experiment,104,Thriller,2009-10-06,374,5.3,2009,26426411.2872487,0.0
1428,13811,1.357091,50000000,155446362,Knowing,Alex Proyas,cataclysm|code|drawing and painting|suspense|end of the world,121,Action,2009-03-19,817,5.7,2009,50820021.7062476,157995749.819944
1429,17431,1.3282180000000001,5000000,9760104,Moon,Duncan Jones,moon|isolation|title spoken by character|cloning|moon base,97,Science Fiction,2009-06-12,1027,7.4,2009,5082002.17062476,9920173.94270469
1430,19585,1.324927,150000000,292817841,G-Force,Hoyt Yeatman,dyr|duringcreditsstinger,88,Fantasy,2009-07-21,340,5.1,2009,152460065.118743,297620180.711931
